req_id,request,table_info,external_knowledge,domain_knowledge,gold_query,difficulty,type,nested_type,rephrased_request,rephrased_request_gpt-3.5-turbo-0125_t0.4,rephrased_request_gpt-4o-2024-05-13_t0.2
95,"For objects with ZTF identifiers 'ZTF19aazhdoy' and 'ZTF17aaaqqtd', find 1) all matches in the 'xmatch' table, and 2) features 'W1-W2', 'g-W2' and 'r-W2' in their 'lc_classifier_1.2.1-P' version. Return these results as a joined table that includes the following columns, sort by catalog object identifier and feature name: identifier in ZTF and in the catalog, distance between counterparts, and feature name and value","['feature', 'xmatch']",0,0,"SELECT
    xmatch.oid, oid_catalog, dist, name, value
FROM
    xmatch INNER JOIN
    feature
    ON xmatch.oid = feature.oid
WHERE
    xmatch.oid IN ('ZTF19aazhdoy','ZTF17aaaqqtd')
    AND feature.name IN ('W1-W2','g-W2','r-W2')
    AND feature.version = 'lc_classifier_1.2.1-P'
ORDER BY oid_catalog, name",medium,,,0,"Retrieve the ZTF identifiers 'ZTF19aazhdoy' and 'ZTF17aaaqqtd' from the objects table along with their corresponding catalog identifiers, distances, and features 'W1-W2', 'g-W2', and 'r-W2' in version 'lc_classifier_1.2.1-P'. Merge the data from the objects and features tables, sorting the results by catalog object identifier and feature name.","Retrieve data for objects with ZTF identifiers 'ZTF19aazhdoy' and 'ZTF17aaaqqtd'. Specifically, obtain all matching records from the 'xmatch' table and the features 'W1-W2', 'g-W2', and 'r-W2' from the 'feature' table, but only for the 'lc_classifier_1.2.1-P' version. The results should include the ZTF object identifier, catalog object identifier, distance between counterparts, feature name, and feature value. Ensure the output is ordered by the catalog object identifier and the feature name."
85,"Find all detections for the ZTF object 'ZTF20actqnhg'. Return the following columns sort by detection date: detection date, isdiffpos flag, difference magnitude and its uncertainty, and all columns from the 'dataquality' table for the corresponding epochs for this object","['detection', 'dataquality']",0,0,"SELECT
    mjd, isdiffpos, magpsf, sigmapsf,
    dataquality.*
FROM
    detection INNER JOIN
    dataquality
    ON detection.oid = dataquality.oid
    AND detection.candid = dataquality.candid
WHERE
    detection.oid = 'ZTF20actqnhg'
ORDER BY mjd",medium,,,0,"Retrieve the modified Julian date, the flag indicating whether the difference is positive or negative, the point spread function difference magnitude, the error in the point spread function magnitude, and all details from the 'dataquality' table for each detection related to the object 'ZTF20actqnhg'. Ensure the results are sorted by the detection date.","Retrieve all detection records for the object identified as 'ZTF20actqnhg'. Include the detection date, the isdiffpos flag, the point spread function magnitude and its error, along with every column from the 'dataquality' table. Ensure the results are ordered by the detection date."
98,Find at most 200 distinct ZTF objects that have a probability larger than 0.7 of being a QSO in the light curve classifier. Return all columns from the 'xmatch' and 'allwise' tables for such objects,"['probability', 'xmatch', 'allwise']",0,0,"SELECT
    *
FROM
    xmatch INNER JOIN
    allwise
    ON xmatch.oid_catalog = allwise.oid_catalog
WHERE
    allwise.oid_catalog in
(
SELECT
    oid_catalog
FROM
    xmatch
WHERE
    oid in
(
SELECT
    DISTINCT oid
FROM
    probability
WHERE
    classifier_name = 'lc_classifier'
    AND class_name = 'QSO'
    AND probability > 0.7
LIMIT 200
)
)",advanced,,,0,Retrieve all the information from the 'xmatch' and 'allwise' tables for a maximum of 200 unique ZTF objects that are highly likely to be quasars according to the light curve classifier with a probability exceeding 0.7.,Retrieve all columns from the 'xmatch' and 'allwise' tables for up to 200 unique ZTF objects that have a classification probability greater than 0.7 for being a QSO according to the 'lc_classifier'.
82,"For objects with identifiers 'J175005.63-141341.8' and 'J072933.88+030810.4' in the ALLWISE catalog, get all columns from the 'xmatch' table, sort by distance",['xmatch'],0,0,"SELECT
    *
FROM
    xmatch
WHERE
    oid_catalog IN ('J175005.63-141341.8','J072933.88+030810.4')
ORDER BY dist",simple,,,0,"Retrieve all the information from the 'xmatch' table for objects identified as 'J175005.63-141341.8' and 'J072933.88+030810.4' in the ALLWISE catalog, and arrange the results based on the distance between the objects.","Retrieve all columns from the 'xmatch' table for entries where the 'oid_catalog' is either 'J175005.63-141341.8' or 'J072933.88+030810.4', and arrange the results in ascending order based on the distance."
64,"Find at most 1000 rows in the 'probability' table that have a probability larger than 0.95 in either 'lc_classifier_top' or 'stamp_classifier' classifiers. Return the following columns: ZTF identifier, name and version of the classifier, name of the class and its probability",['probability'],0,0,"SELECT
    oid, classifier_name, classifier_version,
    class_name, probability
FROM
    probability
WHERE
    classifier_name IN ('lc_classifier_top','stamp_classifier')
    AND probability > 0.95
LIMIT 1000",simple,,,0,"Retrieve a maximum of 1000 entries from the 'probability' dataset where the likelihood exceeds 0.95 for either the 'lc_classifier_top' or 'stamp_classifier' classifiers. Include the ZTF identifier, classifier name, version, class name, and its corresponding probability in the results.","Retrieve up to 1000 entries from the 'probability' table where the probability exceeds 0.95 for classifiers named 'lc_classifier_top' or 'stamp_classifier'. Include the ZTF identifier, classifier name, classifier version, class name, and the probability in the results."
87,"Find ZTF objects that satisfy the following conditions: have a probability larger than 0.7 of being either long period variable or eclipsing binary in the light curve classifier version 'hierarchical_rf_1.1.0', and their closest Gaia objects have not changed compared to their first alerts. Return all columns from the 'probability' and 'gaia_ztf' tables, and give at most 50 rows in the result","['probability', 'gaia_ztf']",0,0,"SELECT
    *
FROM
    probability INNER JOIN
    gaia_ztf
    ON probability.oid = gaia_ztf.oid
WHERE
    classifier_name = 'lc_classifier'
    AND classifier_version = 'hierarchical_rf_1.1.0'
    AND class_name IN ('LPV','E')
    AND probability > 0.7
    AND unique1
LIMIT 50",medium,,,0,"Retrieve up to 50 rows of data from the 'probability' and 'gaia_ztf' tables where the classifier is 'lc_classifier', the classifier version is 'hierarchical_rf_1.1.0', the class is either 'LPV' or 'E', the probability is greater than 0.7, and the objects have not been altered in relation to their initial alerts.","Retrieve up to 50 rows of data, including all columns from both the 'probability' and 'gaia_ztf' tables, for objects that meet these criteria: they have a probability greater than 0.7 of being classified as either a long period variable or an eclipsing binary by the 'lc_classifier' with version 'hierarchical_rf_1.1.0', and their nearest Gaia objects have remained unchanged since their initial alerts."
108,"Find at most 15 ZTF objects that have more than 20 detections and a probability larger than 0.9 of being a bogus in the stamp classifier version 'stamp_classifier_1.0.4'. Return the following columns: ZTF identifier, number of detections, probability and Galactic latitude as 'gal_b'. Order the results by the object identifier from the object table.","['object', 'probability', 'feature']",0,0,"SELECT
    object.oid, object.ndet,
    probability.probability,
    feature.value AS gal_b
FROM
    object INNER JOIN
    probability
    ON object.oid = probability.oid
    INNER JOIN
    feature
    ON object.oid = feature.oid
WHERE
    ndet > 20
    AND classifier_name = 'stamp_classifier'
    AND class_name = 'bogus'
    AND probability > 0.9
    AND classifier_version = 'stamp_classifier_1.0.4'
    AND name = 'gal_b'
ORDER BY object.oid
LIMIT 15",advanced,,,0,"Retrieve a maximum of 15 ZTF objects with over 20 detections and a probability exceeding 0.9 of being classified as bogus by the stamp classifier version 'stamp_classifier_1.0.4'. Include the ZTF identifier, number of detections, probability, and the Galactic latitude.","Retrieve up to 15 objects from the ZTF dataset that have been detected more than 20 times and have a probability greater than 0.9 of being classified as 'bogus' by the 'stamp_classifier' version 'stamp_classifier_1.0.4'. Include the object identifier, the number of detections, the probability, and the Galactic latitude in the results."
65,Find at most 500 rows in the 'probability' table that satisfy the following conditions for the stamp classifier: the class name is either 'asteroid' or 'bogus'; and the probability is between 0.7 and 0.99. Order the results by the object identifier in descending order.,['probability'],0,0,"SELECT
    *
FROM
    probability
WHERE
    classifier_name = 'stamp_classifier'
    AND class_name IN ('asteroid','bogus')
    AND probability > 0.7
    AND probability < 0.99
ORDER BY oid DESC
LIMIT 500",simple,,,0,"Retrieve a maximum of 500 records from the 'probability' table where the classifier is labeled as 'stamp_classifier', the class is either 'asteroid' or 'bogus', and the probability falls within the range of 0.7 to 0.99.","Retrieve up to 500 entries from the 'probability' table where the classifier is 'stamp_classifier', the class name is either 'asteroid' or 'bogus', and the probability is greater than 0.7 but less than 0.99."
101,"Find ZTF objects that have a probability larger than 0.5 of being a long period variable in the light curve classifier, as well as a WISE W1 magnitude between 7 and 8. Return all columns from the 'probability', 'xmatch' and 'allwise' tables for such objects. Give at most 100 rows in the resulting table","['probability', 'xmatch', 'allwise']",0,0,"SELECT
    *
FROM
    probability INNER JOIN
    xmatch
    ON probability.oid = xmatch.oid
    INNER JOIN
    allwise
    ON xmatch.oid_catalog = allwise.oid_catalog
WHERE
    w1mpro > 7
    AND w1mpro < 8
    AND classifier_name = 'lc_classifier'
    AND class_name = 'LPV'
    AND probability > 0.5
LIMIT 100",advanced,,,0,"Retrieve a maximum of 100 records that match the following criteria: the WISE W1 magnitude of the ZTF objects falls between 7 and 8, the classification probability for being a long period variable in the light curve classifier is over 0.5, and the classifier name is 'lc_classifier'. Include all columns from the 'probability', 'xmatch', and 'allwise' tables for these objects.","Retrieve up to 100 rows of data for ZTF objects that are classified as long period variables by the light curve classifier with a probability greater than 0.5, and have a WISE W1 magnitude between 7 and 8. Include all columns from the 'probability', 'xmatch', and 'allwise' tables in the results."
88,"Find ZTF objects that have the 'bogus' class as ranking 1 in the stamp classifier, as well as a minimum of 20 detections. Return the following columns: ZTF identifier, number of detections, mean RA Dec coordinates, classifier version and probability. Give at most 50 rows in the resulting table","['object', 'probability']",0,0,"SELECT
    object.oid, ndet, meanra, meandec,
    classifier_version, probability
FROM
    object INNER JOIN
    probability
    ON object.oid = probability.oid
WHERE
    classifier_name = 'stamp_classifier'
    AND class_name = 'bogus'
    AND ranking = 1
    AND ndet >= 20
LIMIT 50",medium,,,0,"Retrieve the ZTF identifiers, number of detections, mean right ascension and declination coordinates, classifier version, and probabilities for objects classified as 'bogus' with a ranking of 1 in the stamp classifier, having at least 20 detections. Display a maximum of 50 records.","Retrieve up to 50 rows of ZTF objects that are classified as 'bogus' with a ranking of 1 by the stamp classifier and have at least 20 detections. The output should include the ZTF identifier, the number of detections, the mean right ascension and declination, the classifier version, and the probability."
70,Get all the information available for the ZTF object 'ZTF22aayjqah' in the 'reference' table,['reference'],0,0,"SELECT
    *
FROM
    reference
WHERE
    oid = 'ZTF22aayjqah'",simple,,,0,Retrieve all the data related to the ZTF object with the identifier 'ZTF22aayjqah' from the 'reference' table.,Retrieve every detail for the object identified as 'ZTF22aayjqah' from the 'reference' table.
53,"Get the date, filter identifier, ZTF identifier and 5-sigma magnitude limit for all non-detections of the ZTF object 'ZTF18adqxemz","['detection', 'non_detection']",0,0,"SELECT
    oid, mjd, fid, diffmaglim
FROM
    non_detection
WHERE
    oid = 'ZTF18adqxemz'
",simple,,,0,"Retrieve the time of observation, filter ID, and the limiting magnitude for objects that were not detected for the ZTF object 'ZTF18adqxemz'.","Retrieve the modified Julian date, filter ID, and limiting magnitude for all non-detection records associated with the object identified as 'ZTF18adqxemz'."
77,"For Solar System identifiers '213673' and '49894', get all ZTF objects in the 'ss_ztf' table that lie at a zero distance from any of them. Return all columns from such table, sort by ZTF identifier and candidate identifier",['ss_ztf'],0,0,"SELECT
    *
FROM
    ss_ztf
WHERE
    ssnamenr IN ('213673','49894')
    AND ssdistnr = 0
ORDER BY oid, candid",simple,,,0,Retrieve all records from the table 'ss_ztf' where the name of the nearest known solar system object is either '213673' or '49894' and the distance to the nearest known solar system object is zero. Organize the results by the object identifier and candidate identifier.,Retrieve all records from the 'ss_ztf' table where the nearest known solar system object has the name '213673' or '49894' and the distance to this object is zero. Display all columns and order the results by the object identifier and candidate identifier.
105,"Find at most 50 ZTF objects that satisfy the following conditions: have a probability larger than 0.7 of being an AGN in the light curve classifier version 'hierarchical_rf_1.1.0', a distance to the nearest PS1 source lower than 2 arcsec, and a difference between the star/galaxy score from PS1 and the star/galaxy score from SExtractor lower than 0.5. Return the following columns. For the ZTF object: ZTF identifier and probability; for each epoch: candidate and filter identifier, reduced chi-square, star/galaxy score from SExtractor, and also the identifier, PS1 star/galaxy score and distance of the nearest PS1 source","['object', 'probability', 'dataquality', 'ps1_ztf']",0,0,"SELECT
    sq1.oid,
    sq1.probability, sq1.candid, sq1.fid,
    sq1.chipsf, sq1.classtar,
    sq2.objectidps1, sq2.sgscore1,
    sq2.distpsnr1
FROM
(
SELECT
    probability.oid,
    probability.probability, dataquality.candid,
    dataquality.fid, dataquality.chipsf,
    dataquality.classtar
FROM
    probability INNER JOIN
    dataquality
    ON probability.oid = dataquality.oid
WHERE
    classifier_name = 'lc_classifier'
    AND classifier_version = 'hierarchical_rf_1.1.0'
    AND class_name = 'AGN'
    AND probability > 0.7
) AS sq1
INNER JOIN
(
SELECT
    probability.oid, ps1_ztf.candid,
    ps1_ztf.objectidps1, ps1_ztf.sgscore1,
    ps1_ztf.distpsnr1
FROM
    probability INNER JOIN
    ps1_ztf
    ON probability.oid = ps1_ztf.oid
WHERE
    classifier_name = 'lc_classifier'
    AND classifier_version = 'hierarchical_rf_1.1.0'
    AND class_name = 'AGN'
    AND probability > 0.7
) AS sq2
ON sq1.oid = sq2.oid
AND sq1.candid = sq2.candid
WHERE
    sq2.distpsnr1 < 2
    AND sq2.sgscore1 - sq1.classtar < 0.5
LIMIT 50",advanced,,,0,"Retrieve a maximum of 50 ZTF objects meeting the following criteria: having a probability exceeding 0.7 of being classified as an AGN in the light curve classifier version 'hierarchical_rf_1.1.0', being within 2 arcseconds of the closest PS1 source, and having a difference less than 0.5 between the star/galaxy score from PS1 and SExtractor. Provide the ZTF identifier and probability, candidate and filter identifiers, chipsf value, SExtractor's star/galaxy score, PS1 identifier, PS1 star/galaxy score, and distance to the nearest PS1 source for each epoch.","Retrieve up to 50 ZTF objects that meet these criteria: a probability greater than 0.7 of being classified as AGN by the 'hierarchical_rf_1.1.0' version of the light curve classifier, a distance to the closest PS1 source of less than 2 arcseconds, and a difference of less than 0.5 between the PS1 star/galaxy score and the SExtractor star/galaxy score. Provide the following details: ZTF object identifier and probability, candidate identifier, filter identifier, reduced chi-square, SExtractor star/galaxy score, and for the nearest PS1 source, include its identifier, star/galaxy score, and distance."
86,"Find ZTF objects that satisfy the following conditions: have a probability larger than 0.6 of being either Cepheid or delta Scuti or RR Lyra in the light curve classifier version 'hierarchical_rf_1.1.0', and their closest PS1 objects have a star/galaxy score larger than 0.8. Return all columns from the 'probability' and 'ps1_ztf' tables, and give at most 100 rows in the result","['probability', 'ps1_ztf']",0,0,"SELECT
    *
FROM
    probability INNER JOIN
    ps1_ztf
    ON probability.oid = ps1_ztf.oid
WHERE
    classifier_name = 'lc_classifier'
    AND classifier_version = 'hierarchical_rf_1.1.0'
    AND class_name IN ('CEP','DSCT','RRL')
    AND probability > 0.6
    AND sgscore1 > 0.8
LIMIT 100",medium,,,0,"Retrieve a maximum of 100 records that meet the following criteria: the objects are classified as Cepheid, delta Scuti, or RR Lyra with a probability exceeding 0.6 in the light curve classifier version 'hierarchical_rf_1.1.0', and their nearest PS1 objects have a star/galaxy score above 0.8. Show all columns from the 'probability' and 'ps1_ztf' tables.","Retrieve up to 100 rows of data where ZTF objects meet these criteria: they have a probability greater than 0.6 of being classified as either Cepheid, delta Scuti, or RR Lyra using the 'hierarchical_rf_1.1.0' version of the light curve classifier, and their nearest PS1 objects have a star/galaxy score exceeding 0.8. Include all columns from both the 'probability' and 'ps1_ztf' tables in the results."
41,"Find all ALLWISE objects that lie within 5 arcsec of an object called id_1, that has coordinates (RA, Dec) = (132.961, 41.397) deg, or within 10 arcsec of  an object called id_2, having coordinates (RA, Dec) = (139.01, 41.5653). Return a table that includes the following columns. For the input objects: identifier as 'id', coordinates as 'obj_ra' and 'obj_dec', and search radius used for each object in degrees as r_deg; and for the output ALLWISE objects: identifier in the ALLWISE catalog, RA Dec coordinates, and magnitude (and its uncertainty) in the WISE W1 filter",['allwise'],0,0,"WITH catalog (id, obj_ra, obj_dec, r_deg) AS (
VALUES
('id_1', 132.961, 41.397, 0.00138889),
('id_2', 139.01, 41.5653, 0.00277778)
)
SELECT
    c.id, c.obj_ra, c.obj_dec, c.r_deg,
    a.oid_catalog, a.ra, a.dec,
    a.w1mpro, a.w1sigmpro
FROM
    catalog AS c, allwise AS a
WHERE
    q3c_join(c.obj_ra, c.obj_dec, a.ra, a.dec, c.r_deg)",simple,,,0,"Retrieve the identifier, coordinates, and search radius in degrees for objects id_1 and id_2, along with the identifier in the ALLWISE catalog, RA Dec coordinates, and magnitude (and its uncertainty) in the WISE W1 filter for ALLWISE objects that are within 5 arcsec of id_1 or within 10 arcsec of id_2. The objects are linked based on their coordinates using a specific function.","Retrieve all objects from the ALLWISE catalog that are located within 5 arcseconds of an object identified as id_1 with coordinates (RA, Dec) = (132.961, 41.397) degrees, or within 10 arcseconds of an object identified as id_2 with coordinates (RA, Dec) = (139.01, 41.5653) degrees. The output should include the following details: for the input objects, provide the identifier, coordinates, and search radius in degrees; for the matching ALLWISE objects, include the catalog identifier, RA and Dec coordinates, and the W1 magnitude along with its uncertainty."
74,"For ZTF objects 'ZTF20abmaqeh', 'ZTF18abwxduj' and 'ZTF19aactlln', find all MPC objects brighter than 19.2 mag in the MPC archive. Get the following columns from the 'ss_ztf' table, sort by MPC magnitude in descending order: identifier in both ZTF and MPC, and MPC magnitude",['ss_ztf'],Note that 'fainter' means 'larger' for magnitudes,0,"SELECT
    oid, ssnamenr, ssmagnr
FROM
    ss_ztf
WHERE
    oid IN ('ZTF20abmaqeh','ZTF18abwxduj','ZTF19aactlln')
    AND ssmagnr < 19.2
ORDER BY ssmagnr DESC",simple,,,0,"Retrieve the identifiers and names of the closest known solar system objects from the 'ss_ztf' table for the ZTF objects 'ZTF20abmaqeh', 'ZTF18abwxduj', and 'ZTF19aactlln' where the magnitude of the nearest known solar system object is less than 19.2. Sort the results by the magnitude of the nearest known solar system object in descending order.","Retrieve the identifiers and magnitudes of the nearest known solar system objects from the 'ss_ztf' table for the ZTF objects 'ZTF20abmaqeh', 'ZTF18abwxduj', and 'ZTF19aactlln', where the magnitude is less than 19.2. Sort the results by magnitude in descending order."
97,"Get at most 50 ZTF objects that satisfy the following conditions: have a probability larger than 0.6 of being an AGN in the stamp classifier version 'stamp_classifier_1.0.4', and a probability larger than 0.7 of being an LPV in the light curve classifier. Return the following columns: ZTF identifier, probability in the stamp classifier (name this column 'prob_stamp_agn'), and probability in the light curve classifier (name this column 'prob_lc_lpv')",['probability'],0,0,"SELECT
    sq1.oid,
    sq1.probability as prob_stamp_agn,
    sq2.probability as prob_lc_lpv
FROM
(
SELECT
    *
FROM
    probability
WHERE
    classifier_name = 'stamp_classifier'
    AND class_name = 'AGN'
    AND probability > 0.6
    AND classifier_version = 'stamp_classifier_1.0.4'
) AS sq1
INNER JOIN
(
SELECT
    *
FROM
    probability
WHERE
    classifier_name = 'lc_classifier'
    AND class_name = 'LPV'
    AND probability > 0.7
) AS sq2
ON sq1.oid = sq2.oid
LIMIT 50",medium,,,0,"Retrieve a maximum of 50 ZTF objects meeting the criteria of having a probability exceeding 0.6 of being classified as an AGN in the stamp classifier version 'stamp_classifier_1.0.4' and a probability higher than 0.7 of being classified as an LPV in the light curve classifier. Provide the ZTF identifier, the probability in the stamp classifier labeled as 'prob_stamp_agn', and the probability in the light curve classifier labeled as 'prob_lc_lpv'.","Retrieve up to 50 ZTF objects that meet these criteria: a probability greater than 0.6 of being classified as AGN by the stamp classifier version 'stamp_classifier_1.0.4', and a probability greater than 0.7 of being classified as LPV by the light curve classifier. Provide the ZTF identifier, the probability from the stamp classifier (label this column as 'prob_stamp_agn'), and the probability from the light curve classifier (label this column as 'prob_lc_lpv')."
66,"Find the distance and Gaia magnitude of the nearest Gaia object to the ZTF object 'ZTF22abftjko', returning also the ZTF object identifier.",['gaia_ztf'],0,0,"SELECT
    oid,neargaia, maggaia
FROM
    gaia_ztf
WHERE
    oid = 'ZTF22abftjko'
",simple,,,0,Retrieve the proximity and Gaia magnitude information for the closest Gaia object to the ZTF object with the identifier 'ZTF22abftjko'.,Retrieve the nearest Gaia object's distance and magnitude for the ZTF object identified by 'ZTF22abftjko'.
50,"For objects with ZTF identifiers 'ZTF21aaqytjr' and 'ZTF23abkhwgb', get all features that have a version of 'lc_classifier_1.2.1-P'. Return the following columns, sort by ZTF identifier, filter identifier and feature name: ZTF identifier, feature name and value, and filter identifier",['feature'],0,0,"SELECT
    oid, name, value, fid
FROM
    feature
WHERE
    oid IN ('ZTF21aaqytjr','ZTF23abkhwgb')
    AND version = 'lc_classifier_1.2.1-P'
ORDER BY oid, fid, name",simple,,,0,"Retrieve the values of features, their names, and filter identifiers for objects identified as 'ZTF21aaqytjr' and 'ZTF23abkhwgb' with the version 'lc_classifier_1.2.1-P'. Organize the results by object identifier, filter identifier, and feature name.","Retrieve the features for objects with the identifiers 'ZTF21aaqytjr' and 'ZTF23abkhwgb' where the version is 'lc_classifier_1.2.1-P'. The results should include the object identifier, feature name, feature value, and feature identifier, and should be sorted by object identifier, feature identifier, and feature name."
91,"Find ZTF objects that have 'W1-W2' color lower than 1. Return the following columns: ZTF identifier, number of detections, difference between minimum g- and r-band difference magnitudes, 'W1-W2' feature value (rename this column to w1_w2), and feature version. Give at most 100 rows in the resulting table","['object', 'feature']",0,0,"SELECT
    object.oid, ndet, g_r_max, value as w1_w2, version
FROM
    object INNER JOIN
    feature
    ON object.oid = feature.oid
WHERE
    name = 'W1-W2'
    AND value < 1
LIMIT 100",medium,,,0,"Retrieve the ZTF object identifiers, the number of detections, the maximum difference between the g and r bands, the 'W1-W2' feature value (to be named as w1_w2), and the feature version for objects where the 'W1-W2' color is less than 1. Display a maximum of 100 entries.","Retrieve up to 100 rows of ZTF objects where the 'W1-W2' color feature is less than 1. Include the ZTF object identifier, the count of detections, the maximum g-r color difference, the 'W1-W2' feature value (labeled as w1_w2), and the version of the feature."
68,"For the ZTF object 'ZTF21abfrbnm' get the following information about its nearest PS1 source: PS1 identifier, g-band magnitude, star/galaxy score, and distance to the ZTF object detection","['object', 'ps1_ztf']",0,0,"SELECT
    objectidps1, sgmag1, sgscore1, distpsnr1
FROM
    ps1_ztf
WHERE
    oid = 'ZTF21abfrbnm'",simple,,,0,"Retrieve the Pan STARRS identifier, g-band magnitude, star/galaxy score, and distance to the closest source in Pan STARRS for the ZTF object with the identifier 'ZTF21abfrbnm'.","Retrieve the PS1 identifier, g-band magnitude, star/galaxy score, and distance to the closest PS1 source for the ZTF object with the identifier 'ZTF21abfrbnm'."
60,"For objects with ZTF identifiers 'ZTF20adadshh', 'ZTF21aaabvit' and 'ZTF21aaabvjk', find all rows in the 'magstat' table that have zero dubious corrections in the g band. Return the following columns: ZTF identifier, number of detections, initial rise estimate, and first difference magnitude",['magstat'],0,0,"SELECT
    oid, ndet, dmdt_first, magfirst
FROM
    magstat
WHERE
    oid IN ('ZTF20adadshh','ZTF21aaabvit','ZTF21aaabvjk')
    AND fid = 1
    AND ndubious = 0",simple,,,0,"Retrieve the ZTF identifiers 'ZTF20adadshh', 'ZTF21aaabvit', and 'ZTF21aaabvjk' from the 'magstat' table where the band identifier is 1 and there are no dubious corrections. Include the ZTF identifier, number of detections, initial rise estimate, and the first difference magnitude in the results.","Retrieve the ZTF identifier, number of detections, initial rate of magnitude change at first detection, and first difference magnitude from the 'magstat' table for objects with identifiers 'ZTF20adadshh', 'ZTF21aaabvit', and 'ZTF21aaabvjk', where the band identifier is 1 and there are no dubious points in the light curve."
76,"For the Solar System object called '115185' in the MPC archive, find all ZTF objects that lie within 1.5 arcsec from it. Return the following columns, sort by distance: ZTF identifier, MPC archive magnitude, and distance between ZTF object detection and MPC object",['ss_ztf'],0,0,"SELECT
    oid, ssmagnr, ssdistnr
FROM
    ss_ztf
WHERE
    ssnamenr = '115185'
    AND ssdistnr < 1.5
ORDER BY ssdistnr",simple,,,0,"Retrieve the ZTF identifier, MPC archive magnitude, and distance between ZTF object detection and MPC object for the Solar System object named '115185' in the MPC archive. Only include ZTF objects that are within 1.5 arcsec from the Solar System object. Sort the results by distance.","Retrieve the ZTF objects that are within 1.5 arcseconds of the Solar System object named '115185'. Display the ZTF object identifier, the magnitude of the nearest known Solar System object, and the distance to the nearest known Solar System object, sorted by the distance."
44,"For objects with ZTF identifiers 'ZTF20abfcszi' and 'ZTF21aaqwjlz', get all epochs that have a reduced chi-square value lower than 3. Return all columns from the 'dataquality' table, sorting them by ZTF identifier in ascending order and peak-pixel S/N in descending order",['dataquality'],0,0,"SELECT
    *
FROM
    dataquality
WHERE
    oid IN ('ZTF20abfcszi','ZTF21aaqwjlz')
    AND chipsf < 3
ORDER BY oid, scorr DESC",simple,,,0,"Retrieve all the records from the 'dataquality' table where the ZTF identifiers are 'ZTF20abfcszi' and 'ZTF21aaqwjlz', and the value of chipsf is less than 3. Arrange the results by the ZTF identifier in ascending order and the signal-to-noise ratio at the peak pixel in descending order.","Retrieve all columns from the 'dataquality' table for objects with ZTF identifiers 'ZTF20abfcszi' and 'ZTF21aaqwjlz', where the reduced chi-square value is less than 3. Sort the results by ZTF identifier in ascending order and by the signal-to-noise ratio of the peak pixel in descending order."
